Epoch,Ep_Reward
1067.0,200.0
1068.0,210.0
1069.0,91.0
1070.0,84.0
1071.0,100.0
1072.0,99.0
1073.0,56.0
1074.0,41.0
1075.0,50.0
1076.0,72.0
1077.0,66.0
1078.0,123.0
1079.0,65.0
1080.0,86.0
1081.0,67.0
1082.0,65.0
1083.0,83.0
1084.0,399.0
1085.0,175.0
1086.0,177.0
1087.0,123.0
1088.0,319.0
1089.0,77.0
1090.0,113.0
1091.0,287.0
1092.0,93.0
1093.0,193.0
1094.0,107.0
1095.0,94.0
1096.0,91.0
1097.0,47.0
1098.0,92.0
1099.0,67.0
1100.0,76.0
1101.0,99.0
1102.0,72.0
1103.0,132.0
1104.0,149.0
1105.0,154.0
1106.0,191.0
1107.0,81.0
1108.0,114.0
1109.0,101.0
1110.0,83.0
1111.0,145.0
1112.0,500.0
1113.0,236.0
1114.0,214.0
1115.0,75.0
1116.0,65.0
1117.0,79.0
1118.0,66.0
1119.0,60.0
1120.0,105.0
1121.0,176.0
1122.0,93.0
1123.0,99.0
1124.0,97.0
1125.0,71.0
1126.0,97.0
1127.0,92.0
1128.0,88.0
1129.0,125.0
1130.0,373.0
1131.0,136.0
1132.0,136.0
1133.0,163.0
1134.0,52.0
1135.0,73.0
1136.0,120.0
1137.0,65.0
1138.0,85.0
1139.0,162.0
1140.0,127.0
1141.0,177.0
1142.0,79.0
1143.0,115.0
1144.0,117.0
1145.0,137.0
1146.0,190.0
1147.0,59.0
1148.0,95.0
1149.0,45.0
1150.0,62.0
1151.0,57.0
1152.0,53.0
1153.0,59.0
1154.0,55.0
1155.0,74.0
1156.0,129.0
1157.0,99.0
1158.0,121.0
1159.0,118.0
1160.0,153.0
1161.0,194.0
1162.0,72.0
1163.0,48.0
1164.0,87.0
1165.0,44.0
1166.0,54.0
1167.0,60.0
1168.0,78.0
1169.0,52.0
1170.0,89.0
1171.0,335.0
1172.0,500.0
1173.0,301.0
1174.0,169.0
1175.0,139.0
1176.0,135.0
1177.0,99.0
1178.0,127.0
1179.0,108.0
1180.0,81.0
